stationName,code,stateName,countryName,zoneRuleLocal,zoneRuleCrossState,etaHoursLocal,etaHoursCrossState
Ifelodun,OS-IFELOD-0617,Osun,Nigeria,Zone 1,Zone 4,6,24
Ila,OS-ILA-0618,Osun,Nigeria,Zone 1,Zone 4,6,24
Ilesa East,OS-ILESA-0619,Osun,Nigeria,Zone 1,Zone 4,6,24
Ilesa West,OS-ILESA-0620,Osun,Nigeria,Zone 1,Zone 4,6,24
Irepodun,OS-IREPOD-0621,Osun,Nigeria,Zone 1,Zone 4,6,24
Irewole,OS-IREWOL-0622,Osun,Nigeria,Zone 1,Zone 4,6,24
Isokan,OS-ISOKAN-0623,Osun,Nigeria,Zone 1,Zone 4,6,24
Iwo,OS-IWO-0624,Osun,Nigeria,Zone 1,Zone 4,6,24
Obokun,OS-OBOKUN-0625,Osun,Nigeria,Zone 1,Zone 4,6,24
Odo-Otin,OS-ODOOT-0626,Osun,Nigeria,Zone 1,Zone 4,6,24
Ola-Oluwa,OS-OLAOL-0627,Osun,Nigeria,Zone 1,Zone 4,6,24
Olorunda,OS-OLORUN-0628,Osun,Nigeria,Zone 1,Zone 4,6,24
Oriade,OS-ORIADE-0629,Osun,Nigeria,Zone 1,Zone 4,6,24
Orolu,OS-OROLU-0630,Osun,Nigeria,Zone 1,Zone 4,6,24
Osogbo,OS-OSOGBO-0631,Osun,Nigeria,Zone 1,Zone 4,6,24
Afijio,OY-AFIJIO-0632,Oyo,Nigeria,Zone 1,Zone 4,6,24
Akinyele,OY-AKINYE-0633,Oyo,Nigeria,Zone 1,Zone 4,6,24
Atiba,OY-ATIBA-0634,Oyo,Nigeria,Zone 1,Zone 4,6,24
Atisbo,OY-ATISBO-0635,Oyo,Nigeria,Zone 1,Zone 4,6,24
Egbeda,OY-EGBEDA-0636,Oyo,Nigeria,Zone 1,Zone 4,6,24
Ibadan North,OY-IBADAN-0637,Oyo,Nigeria,Zone 1,Zone 4,6,24
Ibadan North East,OY-IBADAN-0638,Oyo,Nigeria,Zone 1,Zone 4,6,24
Ibadan North West,OY-IBADAN-0639,Oyo,Nigeria,Zone 1,Zone 4,6,24
Ibadan South East,OY-IBADAN-0640,Oyo,Nigeria,Zone 1,Zone 4,6,24
Ibadan South West,OY-IBADAN-0641,Oyo,Nigeria,Zone 1,Zone 4,6,24
Ibarapa Central,OY-IBARAP-0642,Oyo,Nigeria,Zone 1,Zone 4,6,24
Ibarapa East,OY-IBARAP-0643,Oyo,Nigeria,Zone 1,Zone 4,6,24
Ibarapa North,OY-IBARAP-0644,Oyo,Nigeria,Zone 1,Zone 4,6,24
Ido,OY-IDO-0645,Oyo,Nigeria,Zone 1,Zone 4,6,24
Irepo,OY-IREPO-0646,Oyo,Nigeria,Zone 1,Zone 4,6,24
Iseyin,OY-ISEYIN-0647,Oyo,Nigeria,Zone 1,Zone 4,6,24
Itesiwaju,OY-ITESIW-0648,Oyo,Nigeria,Zone 1,Zone 4,6,24
Iwajowa,OY-IWAJOW-0649,Oyo,Nigeria,Zone 1,Zone 4,6,24
Kajola,OY-KAJOLA-0650,Oyo,Nigeria,Zone 1,Zone 4,6,24
Lagelu,OY-LAGELU-0651,Oyo,Nigeria,Zone 1,Zone 4,6,24
Ogbomosho North,OY-OGBOMO-0652,Oyo,Nigeria,Zone 1,Zone 4,6,24
Ogbomosho South,OY-OGBOMO-0653,Oyo,Nigeria,Zone 1,Zone 4,6,24
Ogo Oluwa,OY-OGOOL-0654,Oyo,Nigeria,Zone 1,Zone 4,6,24
Olorunsogo,OY-OLORUN-0655,Oyo,Nigeria,Zone 1,Zone 4,6,24
Oluyole,OY-OLUYOL-0656,Oyo,Nigeria,Zone 1,Zone 4,6,24
Ona Ara,OY-ONAAR-0657,Oyo,Nigeria,Zone 1,Zone 4,6,24
Oorelope,OY-OORELO-0658,Oyo,Nigeria,Zone 1,Zone 4,6,24
Ori Ire,OY-ORIIR-0659,Oyo,Nigeria,Zone 1,Zone 4,6,24
Oyo East,OY-OYOEA-0660,Oyo,Nigeria,Zone 1,Zone 4,6,24
Oyo West,OY-OYOWE-0661,Oyo,Nigeria,Zone 1,Zone 4,6,24
Saki East,OY-SAKIE-0662,Oyo,Nigeria,Zone 1,Zone 4,6,24
Saki West,OY-SAKIW-0663,Oyo,Nigeria,Zone 1,Zone 4,6,24
Surulere,OY-SURULE-0664,Oyo,Nigeria,Zone 1,Zone 4,6,24
Barkin Ladi,PL-BARKIN-0665,Plateau,Nigeria,Zone 1,Zone 4,6,24
Bassa,PL-BASSA-0666,Plateau,Nigeria,Zone 1,Zone 4,6,24
Bokkos,PL-BOKKOS-0667,Plateau,Nigeria,Zone 1,Zone 4,6,24
Jos East,PL-JOSEA-0668,Plateau,Nigeria,Zone 1,Zone 4,6,24
Jos North,PL-JOSNO-0669,Plateau,Nigeria,Zone 1,Zone 4,6,24
Jos South,PL-JOSSO-0670,Plateau,Nigeria,Zone 1,Zone 4,6,24
Kanam,PL-KANAM-0671,Plateau,Nigeria,Zone 1,Zone 4,6,24
Kanke,PL-KANKE-0672,Plateau,Nigeria,Zone 1,Zone 4,6,24
Langtang North,PL-LANGTA-0673,Plateau,Nigeria,Zone 1,Zone 4,6,24
Langtang South,PL-LANGTA-0674,Plateau,Nigeria,Zone 1,Zone 4,6,24
Mangu,PL-MANGU-0675,Plateau,Nigeria,Zone 1,Zone 4,6,24
Mikang,PL-MIKANG-0676,Plateau,Nigeria,Zone 1,Zone 4,6,24
Pankshin,PL-PANKSH-0677,Plateau,Nigeria,Zone 1,Zone 4,6,24
Qua'an Pan,PL-QUAAN-0678,Plateau,Nigeria,Zone 1,Zone 4,6,24
Riyom,PL-RIYOM-0679,Plateau,Nigeria,Zone 1,Zone 4,6,24
Shendam,PL-SHENDA-0680,Plateau,Nigeria,Zone 1,Zone 4,6,24
Wase,PL-WASE-0681,Plateau,Nigeria,Zone 1,Zone 4,6,24
Abua-Odual,RI-ABUAO-0682,Rivers,Nigeria,Zone 1,Zone 4,6,24
Ahoada East,RI-AHOADA-0683,Rivers,Nigeria,Zone 1,Zone 4,6,24
Ahoada West,RI-AHOADA-0684,Rivers,Nigeria,Zone 1,Zone 4,6,24
Akuku-Toru,RI-AKUKU-0685,Rivers,Nigeria,Zone 1,Zone 4,6,24
Andoni,RI-ANDONI-0686,Rivers,Nigeria,Zone 1,Zone 4,6,24
Asari-Toru,RI-ASARI-0687,Rivers,Nigeria,Zone 1,Zone 4,6,24
Bonny,RI-BONNY-0688,Rivers,Nigeria,Zone 1,Zone 4,6,24
Degema,RI-DEGEMA-0689,Rivers,Nigeria,Zone 1,Zone 4,6,24
Eleme,RI-ELEME-0690,Rivers,Nigeria,Zone 1,Zone 4,6,24
Emohua,RI-EMOHUA-0691,Rivers,Nigeria,Zone 1,Zone 4,6,24
Etche,RI-ETCHE-0692,Rivers,Nigeria,Zone 1,Zone 4,6,24
Gokana,RI-GOKANA-0693,Rivers,Nigeria,Zone 1,Zone 4,6,24
Ikwerre,RI-IKWERR-0694,Rivers,Nigeria,Zone 1,Zone 4,6,24
Khana,RI-KHANA-0695,Rivers,Nigeria,Zone 1,Zone 4,6,24
Obio/Akpor,RI-OBIOA-0696,Rivers,Nigeria,Zone 1,Zone 4,6,24
Ogba/Egbema/Ndoni,RI-OGBAE-0697,Rivers,Nigeria,Zone 1,Zone 4,6,24
Ogu/Bolo,RI-OGUBO-0698,Rivers,Nigeria,Zone 1,Zone 4,6,24
Okrika,RI-OKRIKA-0699,Rivers,Nigeria,Zone 1,Zone 4,6,24
Omuma,RI-OMUMA-0700,Rivers,Nigeria,Zone 1,Zone 4,6,24
Opobo/Nkoro,RI-OPOBO-0701,Rivers,Nigeria,Zone 1,Zone 4,6,24
Oyigbo,RI-OYIGBO-0702,Rivers,Nigeria,Zone 1,Zone 4,6,24
Port Harcourt,RI-PORTH-0703,Rivers,Nigeria,Zone 1,Zone 4,6,24
Tai,RI-TAI-0704,Rivers,Nigeria,Zone 1,Zone 4,6,24
Binji,SO-BINJI-0705,Sokoto,Nigeria,Zone 1,Zone 4,6,24
Bodinga,SO-BODING-0706,Sokoto,Nigeria,Zone 1,Zone 4,6,24
Dange/Shuni,SO-DANGE-0707,Sokoto,Nigeria,Zone 1,Zone 4,6,24
Gada,SO-GADA-0708,Sokoto,Nigeria,Zone 1,Zone 4,6,24
Goronyo,SO-GORONY-0709,Sokoto,Nigeria,Zone 1,Zone 4,6,24
Gudu,SO-GUDU-0710,Sokoto,Nigeria,Zone 1,Zone 4,6,24
Gwadabawa,SO-GWADAB-0711,Sokoto,Nigeria,Zone 1,Zone 4,6,24
Illela,SO-ILLELA-0712,Sokoto,Nigeria,Zone 1,Zone 4,6,24
Isa,SO-ISA-0713,Sokoto,Nigeria,Zone 1,Zone 4,6,24
Kware,SO-KWARE-0714,Sokoto,Nigeria,Zone 1,Zone 4,6,24
Rabah,SO-RABAH-0715,Sokoto,Nigeria,Zone 1,Zone 4,6,24
Sabon Birni,SO-SABON-0716,Sokoto,Nigeria,Zone 1,Zone 4,6,24
Shagari,SO-SHAGAR-0717,Sokoto,Nigeria,Zone 1,Zone 4,6,24
Silame,SO-SILAME-0718,Sokoto,Nigeria,Zone 1,Zone 4,6,24
Sokoto North,SO-SOKOTO-0719,Sokoto,Nigeria,Zone 1,Zone 4,6,24
Sokoto South,SO-SOKOTO-0720,Sokoto,Nigeria,Zone 1,Zone 4,6,24
Tambuwal,SO-TAMBUW-0721,Sokoto,Nigeria,Zone 1,Zone 4,6,24
Tangaza,SO-TANGAZ-0722,Sokoto,Nigeria,Zone 1,Zone 4,6,24
Tureta,SO-TURETA-0723,Sokoto,Nigeria,Zone 1,Zone 4,6,24
Wamako,SO-WAMAKO-0724,Sokoto,Nigeria,Zone 1,Zone 4,6,24
Wurno,SO-WURNO-0725,Sokoto,Nigeria,Zone 1,Zone 4,6,24
Yabo,SO-YABO-0726,Sokoto,Nigeria,Zone 1,Zone 4,6,24
Kebbe,SO-KEBBE-0727,Sokoto,Nigeria,Zone 1,Zone 4,6,24
Ardo Kola,TA-ARDOK-0728,Taraba,Nigeria,Zone 1,Zone 4,6,24
Bali,TA-BALI-0729,Taraba,Nigeria,Zone 1,Zone 4,6,24
Donga,TA-DONGA-0730,Taraba,Nigeria,Zone 1,Zone 4,6,24
Gashaka,TA-GASHAK-0731,Taraba,Nigeria,Zone 1,Zone 4,6,24
Gassol,TA-GASSOL-0732,Taraba,Nigeria,Zone 1,Zone 4,6,24
Ibi,TA-IBI-0733,Taraba,Nigeria,Zone 1,Zone 4,6,24
Jalingo,TA-JALING-0734,Taraba,Nigeria,Zone 1,Zone 4,6,24
Karim Lamido,TA-KARIM-0735,Taraba,Nigeria,Zone 1,Zone 4,6,24
Kurmi,TA-KURMI-0736,Taraba,Nigeria,Zone 1,Zone 4,6,24
Lau,TA-LAU-0737,Taraba,Nigeria,Zone 1,Zone 4,6,24
Sardauna,TA-SARDAU-0738,Taraba,Nigeria,Zone 1,Zone 4,6,24
Takum,TA-TAKUM-0739,Taraba,Nigeria,Zone 1,Zone 4,6,24
Ussa,TA-USSA-0740,Taraba,Nigeria,Zone 1,Zone 4,6,24
Wukari,TA-WUKARI-0741,Taraba,Nigeria,Zone 1,Zone 4,6,24
Yorro,TA-YORRO-0742,Taraba,Nigeria,Zone 1,Zone 4,6,24
Zing,TA-ZING-0743,Taraba,Nigeria,Zone 1,Zone 4,6,24
Bade,YO-BADE-0744,Yobe,Nigeria,Zone 1,Zone 4,6,24
Bursari,YO-BURSAR-0745,Yobe,Nigeria,Zone 1,Zone 4,6,24
Damaturu,YO-DAMATU-0746,Yobe,Nigeria,Zone 1,Zone 4,6,24
Fika,YO-FIKA-0747,Yobe,Nigeria,Zone 1,Zone 4,6,24
Fune,YO-FUNE-0748,Yobe,Nigeria,Zone 1,Zone 4,6,24
Geidam,YO-GEIDAM-0749,Yobe,Nigeria,Zone 1,Zone 4,6,24
Gujba,YO-GUJBA-0750,Yobe,Nigeria,Zone 1,Zone 4,6,24
Gulani,YO-GULANI-0751,Yobe,Nigeria,Zone 1,Zone 4,6,24
Jakusko,YO-JAKUSK-0752,Yobe,Nigeria,Zone 1,Zone 4,6,24
Karasuwa,YO-KARASU-0753,Yobe,Nigeria,Zone 1,Zone 4,6,24
Machina,YO-MACHIN-0754,Yobe,Nigeria,Zone 1,Zone 4,6,24
Nangere,YO-NANGER-0755,Yobe,Nigeria,Zone 1,Zone 4,6,24
Nguru,YO-NGURU-0756,Yobe,Nigeria,Zone 1,Zone 4,6,24
Potiskum,YO-POTISK-0757,Yobe,Nigeria,Zone 1,Zone 4,6,24
Tarmuwa,YO-TARMUW-0758,Yobe,Nigeria,Zone 1,Zone 4,6,24
Yunusari,YO-YUNUSA-0759,Yobe,Nigeria,Zone 1,Zone 4,6,24
Yusufari,YO-YUSUFA-0760,Yobe,Nigeria,Zone 1,Zone 4,6,24
Anka,ZA-ANKA-0761,Zamfara,Nigeria,Zone 1,Zone 4,6,24
Bakura,ZA-BAKURA-0762,Zamfara,Nigeria,Zone 1,Zone 4,6,24
Birnin Magaji/Kiyaw,ZA-BIRNIN-0763,Zamfara,Nigeria,Zone 1,Zone 4,6,24
Bukkuyum,ZA-BUKKUY-0764,Zamfara,Nigeria,Zone 1,Zone 4,6,24
Bungudu,ZA-BUNGUD-0765,Zamfara,Nigeria,Zone 1,Zone 4,6,24
Gummi,ZA-GUMMI-0766,Zamfara,Nigeria,Zone 1,Zone 4,6,24
Gusau,ZA-GUSAU-0767,Zamfara,Nigeria,Zone 1,Zone 4,6,24
Kaura Namoda,ZA-KAURA-0768,Zamfara,Nigeria,Zone 1,Zone 4,6,24
Maradun,ZA-MARADU-0769,Zamfara,Nigeria,Zone 1,Zone 4,6,24
Maru,ZA-MARU-0770,Zamfara,Nigeria,Zone 1,Zone 4,6,24
Shinkafi,ZA-SHINKA-0771,Zamfara,Nigeria,Zone 1,Zone 4,6,24
Talata Mafara,ZA-TALATA-0772,Zamfara,Nigeria,Zone 1,Zone 4,6,24
Tsafe,ZA-TSAFE-0773,Zamfara,Nigeria,Zone 1,Zone 4,6,24
Zurmi,ZA-ZURMI-0774,Zamfara,Nigeria,Zone 1,Zone 4,6,24
